ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
166857.0,Antike II,2014.0,3,6,120,13,1282,7.48,1230,2.89,1968.0,"Area Majority / Influence, Area Movement, Rondel",Strategy Games
92319.0,Olympos,2011.0,2,5,90,10,2555,6.93,1231,2.95,3236.0,"Area Majority / Influence, Area Movement, Set Collection, Time Track",Strategy Games
194626.0,Happy Salmon,2016.0,3,6,2,6,4043,6.75,1232,1.1,7740.0,Simultaneous Action Selection,"Family Games, Party Games"
205418.0,Agricola: Family Edition,2016.0,1,4,45,8,1986,7.14,1233,2.48,4248.0,"Automatic Resource Growth, Worker Placement","Family Games, Strategy Games"
34194.0,Aquaretto,2008.0,2,5,45,10,2447,6.98,1234,2.12,3072.0,"Set Collection, Tile Placement",Family Games
131111.0,Codex: Card-Time Strategy - Deluxe Set,2016.0,2,5,45,13,967,8.06,1235,3.67,1293.0,"Deck Bag and Pool Building, Hand Management, Secret Unit Deployment, Take That, Variable Player Powers","Customizable Games, Strategy Games"
204505.0,Museum,2019.0,2,4,60,12,1760,7.25,1236,2.54,3379.0,"Card Drafting, Set Collection, Trading",Family Games
57925.0,Havana,2009.0,2,4,45,10,2973,6.85,1237,2.21,3806.0,"Action Retrieval, Hand Management, Memory, Set Collection, Simultaneous Action Selection","Family Games, Strategy Games"
246663.0,NEOM,2018.0,1,5,45,10,1408,7.39,1238,2.57,2077.0,"Card Drafting, Connections, Solo / Solitaire Game, Tile Placement",Strategy Games
115.0,I'm the Boss!,1994.0,3,6,60,12,3531,6.79,1239,1.97,3951.0,"Dice Rolling, Hand Management, Roll / Spin and Move, Set Collection, Take That","Family Games, Strategy Games"
168.0,Empire Builder,1982.0,2,6,180,12,2848,6.95,1240,2.63,4208.0,"Connections, Crayon Rail System, Movement Points, Network and Route Building, Pick-up and Deliver",Strategy Games
38343.0,Ad Astra,2009.0,3,5,60,13,2864,6.87,1241,2.68,2889.0,"Action Queue, Simultaneous Action Selection, Trading, Variable Phase Order",Strategy Games
131366.0,Eight-Minute Empire,2012.0,2,5,20,13,7576,6.58,1242,1.63,9248.0,"Area Majority / Influence, Area Movement, Card Drafting, Set Collection","Family Games, Strategy Games"
170604.0,Renegade,2018.0,1,5,90,14,1023,7.81,1243,3.69,2444.0,"Action Points, Area Majority / Influence, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Network and Route Building, Pick-up and Deliver, Point to Point Movement, Push Your Luck, Solo / Solitaire Game, Variable Player Powers",Strategy Games
216201.0,Robo Rally,2016.0,2,6,120,12,2282,7.07,1244,2.33,4810.0,"Action Queue, Bias, Grid Movement, Modular Board, Programmed Movement, Race, Simultaneous Action Selection",Strategy Games
15818.0,Pickomino,2005.0,2,7,20,8,9003,6.56,1245,1.15,13408.0,"Dice Rolling, Push Your Luck, Re-rolling and Locking",Family Games
254018.0,Solenia,2018.0,1,4,45,10,1883,7.13,1246,2.2,3032.0,"Bias, Hand Management, Modular Board, Pick-up and Deliver, Solo / Solitaire Game","Family Games, Strategy Games"
143986.0,CV,2013.0,2,4,60,10,5838,6.63,1247,1.86,7650.0,"Card Drafting, Dice Rolling, Hand Management, Push Your Luck, Set Collection, Simulation",Family Games
181524.0,Masmorra: Dungeons of Arcadia,2017.0,1,5,90,14,2411,7.07,1248,2.24,5956.0,"Cooperative Game, Dice Rolling, Modular Board, Take That, Variable Player Powers","Family Games, Thematic Games"
26.0,Age of Renaissance,1996.0,3,6,300,12,2127,7.1,1249,3.86,2837.0,"Area Movement, Auction/Bidding",Strategy Games
171662.0,Neanderthal,2015.0,1,3,120,14,1420,7.38,1250,3.73,4594.0,"Auction/Bidding, Dice Rolling, Events, Simulation, Worker Placement",Thematic Games
242.0,Junta,1978.0,2,7,240,16,5397,6.69,1251,2.87,8555.0,"Area Movement, Dice Rolling, Hand Management, Simultaneous Action Selection, Trading, Variable Player Powers, Voting","Strategy Games, Thematic Games"
61487.0,Unconditional Surrender! World War 2 in Europe,2014.0,2,3,3000,14,825,8.3,1252,3.74,2480.0,"Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation",Wargames
204.0,Stephenson's Rocket,1999.0,2,4,60,12,2609,6.89,1253,3.06,3957.0,"Area Majority / Influence, Chaining, Grid Movement, Hexagon Grid, Network and Route Building, Set Collection, Stock Holding, Tile Placement",Strategy Games
290359.0,Undaunted: North Africa,2020.0,2,2,60,14,860,8.09,1254,2.39,3715.0,"Card Drafting, Deck Bag and Pool Building, Dice Rolling, Modular Board, Simulation",Wargames
22.0,Magic Realm,1979.0,1,16,240,12,1979,7.19,1255,4.53,3787.0,"Action Queue, Dice Rolling, Events, Modular Board, Paper-and-Pencil, Player Elimination, Point to Point Movement, Role Playing, Simultaneous Action Selection, Variable Player Powers, Variable Set-up","Strategy Games, Thematic Games"
165950.0,Beasty Bar,2014.0,2,4,20,8,3229,6.82,1256,1.42,4729.0,"Action Queue, Hand Management, Take That",Family Games
438.0,Scotland Yard,1983.0,3,6,45,10,14330,6.51,1257,1.96,23479.0,"Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game",Family Games
143175.0,Kashgar: Merchants of the Silk Road,2013.0,2,4,45,12,1834,7.12,1258,2.25,2486.0,"Contracts, Deck Bag and Pool Building",Strategy Games
22484.0,Ingenious: Travel Edition,2006.0,2,2,30,10,1917,7.09,1259,1.85,2731.0,"Hand Management, Highest-Lowest Scoring, Pattern Building, Tile Placement",Abstract Games
55697.0,Power Struggle,2009.0,3,5,105,12,2214,6.99,1260,3.34,3244.0,"Area Majority / Influence, Bribery",Strategy Games
244918.0,Exit: The Game - The Mysterious Museum,2018.0,1,4,90,10,1564,7.25,1261,2.14,3168.0,Cooperative Game,
192860.0,Oceanos,2016.0,2,5,45,8,2899,6.87,1262,1.81,4987.0,"Card Drafting, Set Collection, Simultaneous Action Selection",Family Games
205317.0,DOOM: The Board Game,2016.0,2,5,180,14,1571,7.48,1263,2.91,3622.0,"Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Team-Based Game, Variable Player Powers","Strategy Games, Thematic Games"
3955.0,BANG!,2002.0,4,7,40,10,26461,6.51,1264,1.64,32152.0,"Hand Management, Hidden Roles, Kill Steal, Player Elimination, Take That, Team-Based Game, Variable Player Powers",Party Games
40270.0,Call of Cthulhu: The Card Game,2008.0,2,2,30,13,2934,6.9,1265,2.89,5262.0,"Card Drafting, Deck Bag and Pool Building, Hand Management","Customizable Games, Strategy Games"
1568.0,Space Crusade,1990.0,2,4,120,10,2713,7.01,1266,2.29,4596.0,"Dice Rolling, Grid Movement, Modular Board, Simulation, Variable Player Powers",Thematic Games
41933.0,Arctic Scavengers,2009.0,2,5,60,12,2951,6.85,1267,2.26,3505.0,"Card Drafting, Deck Bag and Pool Building, Hand Management",Strategy Games
30658.0,Rise of Empires,2009.0,2,5,180,12,2018,7.04,1268,3.55,2951.0,"Area Majority / Influence, Variable Phase Order, Worker Placement",Strategy Games
2081.0,The Civil War 1861-1865,1983.0,2,2,1200,12,1162,7.71,1269,3.8,2772.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation",Wargames
123607.0,Puzzle Strike (Third Edition),2012.0,2,4,20,10,1736,7.21,1270,2.7,2227.0,"Deck Bag and Pool Building, Hand Management, Variable Player Powers",Strategy Games
300877.0,New York Zoo,2020.0,1,5,60,10,1417,7.37,1271,2.09,3167.0,"Automatic Resource Growth, Grid Coverage, Modular Board, Rondel, Tile Placement",Family Games
34297.0,The Climbers,2008.0,2,5,45,8,2799,6.85,1272,1.83,3692.0,"Modular Board, Three Dimensional Movement, Tile Placement","Abstract Games, Family Games"
223740.0,Bargain Quest,2017.0,2,6,60,8,2279,7.03,1273,1.94,4869.0,"Auction/Bidding, Card Drafting, Hand Management","Family Games, Thematic Games"
245476.0,CuBirds,2018.0,2,5,20,8,1880,7.14,1274,1.32,2972.0,"Hand Management, Set Collection",Family Games
123499.0,City of Iron,2013.0,2,4,120,13,1631,7.2,1275,3.24,2213.0,"Action Points, Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Hand Management, Variable Player Powers",Strategy Games
2397.0,Backgammon,-3000.0,2,2,30,8,11680,6.54,1276,2.02,17747.0,"Advantage Token, Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Track Movement",Abstract Games
201.0,The Rose King,1992.0,2,4,30,10,3158,6.8,1277,1.96,5036.0,"Area Majority / Influence, Hand Management, Tile Placement",Abstract Games
148951.0,Tiny Epic Kingdoms,2014.0,2,5,45,13,7048,6.6,1278,2.09,17033.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Follow, Take That, Variable Phase Order, Variable Player Powers, Worker Placement",Strategy Games
193308.0,Spyfall 2,2016.0,3,12,15,13,2268,6.99,1279,1.33,5293.0,"Acting, Memory, Role Playing, Voting",Party Games
264982.0,Coloma,2019.0,1,6,90,13,1278,7.44,1280,2.94,2047.0,"End Game Bonuses, Hand Management, Rondel, Simultaneous Action Selection, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers, Worker Placement",Strategy Games
103185.0,Walnut Grove,2011.0,1,4,60,10,2154,6.98,1281,2.47,2203.0,"Tile Placement, Worker Placement",Strategy Games
38863.0,Hab & Gut,2008.0,3,5,45,10,1873,7.08,1282,2.18,1624.0,"Hand Management, Stock Holding",Strategy Games
1499.0,World in Flames,1985.0,2,7,6000,12,1338,7.6,1283,4.63,2646.0,"Area Movement, Delayed Purchase, Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Multiple Maps, Point to Point Movement, Simulation",Wargames
291508.0,Tiny Epic Dinosaurs,2020.0,1,4,60,14,1260,7.49,1284,2.5,4496.0,"Contracts, Enclosure, Hidden Victory Points, Worker Placement",Strategy Games
233961.0,Claim,2017.0,2,2,25,10,2221,7.0,1285,1.71,5307.0,Trick-taking,Family Games
12761.0,Ys,2004.0,2,4,90,12,2489,6.9,1286,2.92,3432.0,"Area Majority / Influence, Auction/Bidding, Commodity Speculation",Strategy Games
26457.0,Successors (Third Edition),2008.0,2,4,300,12,1191,7.52,1287,3.31,1579.0,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Simulation",Wargames
22877.0,Fields of Fire,2008.0,1,1,300,12,1075,7.81,1288,4.2,3250.0,"Campaign / Battle Card Driven, Modular Board, Solo / Solitaire Game",Wargames
3228.0,Pueblo,2002.0,2,4,60,10,2394,6.92,1289,2.26,2385.0,"Enclosure, Tile Placement",Abstract Games
3800.0,Himalaya,2002.0,3,4,60,8,2120,7.0,1290,2.58,2106.0,"Action Queue, Area Majority / Influence, Pick-up and Deliver, Set Collection, Simultaneous Action Selection",Strategy Games
2065.0,Shogi,1587.0,2,2,60,8,1544,7.37,1291,3.82,2603.0,"Grid Movement, Hand Management, Pattern Movement, Square Grid",Abstract Games
116954.0,Indigo,2012.0,2,4,30,8,2907,6.84,1292,1.47,4262.0,"Network and Route Building, Point to Point Movement, Tile Placement","Abstract Games, Family Games"
2987.0,Pirate's Cove,2002.0,3,5,90,8,7945,6.57,1293,2.01,10198.0,"Dice Rolling, Hand Management, Pick-up and Deliver, Simultaneous Action Selection",Family Games
245422.0,Werewords Deluxe Edition,2018.0,2,20,10,8,1102,7.59,1294,1.29,2654.0,"Hidden Roles, Traitor Game, Variable Player Powers, Voting",Party Games
34887.0,Revolution!,2009.0,3,4,60,13,4103,6.72,1295,2.04,4937.0,"Area Majority / Influence, Auction/Bidding, Multiple-Lot Auction, Simultaneous Action Selection","Family Games, Strategy Games"
227456.0,Escape the Dark Castle,2017.0,1,4,45,14,2247,7.61,1296,1.25,3618.0,"Cooperative Game, Dice Rolling, Paper-and-Pencil, Push Your Luck, Role Playing, Solo / Solitaire Game, Storytelling",Thematic Games
1829.0,Risk 2210 A.D.,2001.0,2,5,240,10,6695,6.7,1297,2.72,11721.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Variable Player Powers",Wargames
5206.0,Ogre,1977.0,1,3,45,10,2681,6.95,1298,2.35,7836.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers, Variable Set-up",Wargames
88827.0,Battle Cry: 150th Civil War Anniversary Edition,2010.0,2,2,45,12,1139,7.63,1299,2.07,2159.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Modular Board",Wargames
24773.0,On the Underground,2006.0,2,5,60,7,2378,6.91,1300,2.44,2068.0,Network and Route Building,Strategy Games
146910.0,Wildcatters,2013.0,2,4,120,12,1071,7.59,1301,3.9,1912.0,"Area Majority / Influence, Network and Route Building, Pick-up and Deliver, Stock Holding",Strategy Games
215840.0,Exit: The Game - The Forbidden Castle,2017.0,1,4,90,12,2466,6.89,1302,3.29,5456.0,Cooperative Game,Thematic Games
195043.0,Welcome Back to the Dungeon,2016.0,2,4,30,10,3260,6.79,1303,1.36,7368.0,"Memory, Player Elimination, Push Your Luck","Family Games, Party Games"
147253.0,The Ancient World,2014.0,2,4,90,13,1981,7.04,1304,2.72,3006.0,"Card Drafting, Dice Rolling, Set Collection, Worker Placement",Strategy Games
39339.0,Android,2008.0,3,5,180,13,3729,6.74,1305,3.96,6067.0,"Action Points, Connections, Hand Management, Network and Route Building, Take That, Variable Player Powers",Thematic Games
31497.0,Oregon,2007.0,2,4,45,8,3223,6.76,1306,2.15,2984.0,"Area Majority / Influence, Tile Placement","Family Games, Strategy Games"
230267.0,Dice Settlers,2018.0,1,4,60,14,2089,7.0,1307,2.93,4207.0,"Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Map Addition, Set Collection, Solo / Solitaire Game, Tile Placement",Strategy Games
168609.0,"Artifacts, Inc.",2014.0,2,4,60,13,2986,6.79,1308,2.18,5044.0,"Action Points, Area Majority / Influence, Card Drafting, Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers","Family Games, Strategy Games"
73369.0,51st State,2010.0,2,4,90,10,2845,6.83,1309,3.11,3534.0,"Card Drafting, Hand Management, Variable Player Powers",Strategy Games
178054.0,A Study in Emerald (Second Edition),2015.0,2,5,60,13,2331,6.94,1310,2.94,4091.0,"Area Majority / Influence, Auction/Bidding, Card Drafting, Deck Bag and Pool Building, Hand Management, Point to Point Movement, Team-Based Game","Strategy Games, Thematic Games"
297978.0,Mariposas,2020.0,2,5,75,14,1645,7.2,1311,2.1,4296.0,"Grid Movement, Hexagon Grid, Movement Points, Set Collection, Turn Order: Stat-Based",Family Games
233678.0,Indian Summer,2017.0,1,4,60,10,3021,6.81,1312,2.15,5176.0,"Grid Coverage, Pattern Building, Tile Placement",Family Games
66837.0,1862: Railway Mania in the Eastern Counties,2013.0,1,8,300,14,665,8.36,1313,4.55,1872.0,"Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games
146221.0,Forge War,2015.0,1,4,180,12,1512,7.27,1314,3.77,2857.0,"Grid Movement, Modular Board, Role Playing, Variable Phase Order, Worker Placement",Strategy Games
701.0,A House Divided: War Between the States 1861-65,1981.0,2,2,240,12,1910,7.07,1315,2.64,3955.0,"Dice Rolling, Point to Point Movement, Simulation",Wargames
6351.0,Gulo Gulo,2003.0,2,6,20,5,2755,6.84,1316,1.08,2851.0,"Modular Board, Physical Removal",Children's Games
14254.0,PitchCar Mini,2003.0,2,8,30,6,2091,6.96,1317,1.15,2439.0,"Flicking, Race","Family Games, Party Games"
255674.0,Imhotep: The Duel,2018.0,2,2,30,10,1614,7.17,1318,1.88,3619.0,"Area Majority / Influence, Modular Board, Set Collection, Worker Placement",Family Games
90040.0,Pergamon,2011.0,2,4,45,10,2294,6.91,1319,2.25,2421.0,"Set Collection, Tile Placement","Family Games, Strategy Games"
195571.0,Legendary Encounters: A Firefly Deck Building Game,2016.0,1,5,90,14,1714,7.16,1320,2.63,4176.0,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game",Thematic Games
1544.0,Beyond Balderdash,1993.0,2,6,45,10,2977,6.83,1321,1.47,4583.0,"Paper-and-Pencil, Voting",Party Games
33451.0,The Red Dragon Inn 2,2008.0,2,4,45,13,2818,6.91,1322,1.8,6027.0,"Betting and Bluffing, Hand Management, Player Elimination, Variable Player Powers","Party Games, Thematic Games"
254.0,Empires in Arms,1983.0,2,7,12000,14,1238,7.6,1323,4.42,2129.0,"Area Movement, Dice Rolling, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Player Powers, Variable Set-up",Wargames
138649.0,DC Comics Dice Masters: Justice League,2015.0,2,2,60,14,1363,7.35,1324,2.21,3197.0,"Deck Bag and Pool Building, Dice Rolling",Customizable Games
195856.0,Bloodborne: The Card Game,2016.0,3,5,45,14,2899,6.93,1325,2.07,5203.0,"Card Drafting, Dice Rolling, Hand Management, Push Your Luck, Set Collection, Simultaneous Action Selection, Variable Player Powers",Thematic Games
158900.0,Samurai Spirit,2014.0,1,7,30,9,4361,6.67,1326,2.15,7548.0,"Cooperative Game, Push Your Luck, Variable Player Powers",Strategy Games
149776.0,Fireteam Zero,2015.0,1,4,90,14,1291,7.53,1327,2.76,2551.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Storytelling, Variable Player Powers",Strategy Games
142079.0,Space Cadets: Dice Duel,2013.0,4,8,30,12,2912,6.79,1328,2.08,4808.0,"Action Queue, Dice Rolling, Grid Movement, Team-Based Game",Thematic Games
119.0,Kingdoms,1994.0,2,4,45,9,4648,6.63,1329,1.83,6029.0,Tile Placement,"Abstract Games, Strategy Games"
225244.0,Ticket to Ride: Germany,2017.0,2,5,60,8,1097,7.64,1330,1.77,2407.0,"Card Drafting, Hand Management, Network and Route Building, Set Collection",Family Games
21920.0,Leonardo da Vinci,2006.0,2,5,90,12,3371,6.75,1331,3.19,4591.0,"Area Majority / Influence, Hand Management, Worker Placement",Strategy Games
245354.0,Unlock!: Secret Adventures - The Adventurers of Oz,2018.0,1,6,60,10,1140,7.48,1332,2.88,2001.0,"Cooperative Game, Storytelling",
10093.0,Axis & Allies,2004.0,2,5,240,12,5803,6.7,1333,3.21,7561.0,"Area Movement, Dice Rolling, Team-Based Game",Wargames
3565.0,Mordheim: City of the Damned,1999.0,2,6,60,10,1611,7.3,1334,3.09,1963.0,"Dice Rolling, Measurement Movement, Modular Board, Role Playing, Variable Player Powers","Thematic Games, Wargames"
915.0,Mystery of the Abbey,1995.0,3,6,90,8,7673,6.54,1335,2.2,9388.0,"Area Movement, Dice Rolling, Events, Hand Management, Paper-and-Pencil, Set Collection",Family Games
157917.0,The Lord of the Ice Garden,2014.0,1,4,90,14,1088,7.67,1336,4.06,2066.0,"Action Points, Action Queue, Area Majority / Influence, Variable Phase Order, Variable Player Powers, Worker Placement",Strategy Games
257769.0,Walking in Burano,2018.0,1,4,40,10,1595,7.23,1337,2.04,3133.0,"Card Drafting, Set Collection, Solo / Solitaire Game, Tile Placement",Family Games
111417.0,The Great Heartland Hauling Co.,2013.0,2,4,30,10,2344,6.9,1338,1.85,3841.0,"Hand Management, Modular Board, Pick-up and Deliver","Family Games, Strategy Games"
230303.0,Unlock!: Mystery Adventures - The House on the Hill,2017.0,1,6,60,10,1781,7.06,1339,1.76,3341.0,"Cooperative Game, Storytelling","Family Games, Thematic Games"
160902.0,Dungeons & Dragons Dice Masters: Battle for Faerûn,2015.0,2,2,60,14,1449,7.27,1340,2.19,3528.0,"Deck Bag and Pool Building, Dice Rolling, Variable Player Powers",Customizable Games
248158.0,Thanos Rising: Avengers Infinity War,2018.0,2,4,90,10,1878,7.21,1341,2.03,3348.0,"Card Drafting, Cooperative Game, Dice Rolling","Family Games, Thematic Games"
298065.0,Santa Monica,2020.0,2,4,40,14,1115,7.54,1342,2.06,2455.0,"Card Drafting, Chaining, Set Collection, Tile Placement","Family Games, Strategy Games"
252526.0,Pictomania (Second Edition),2018.0,3,6,40,8,1033,7.61,1343,1.36,2209.0,"Line Drawing, Paper-and-Pencil",Party Games
138233.0,Ascension: Rise of Vigil,2013.0,2,4,30,13,1619,7.18,1345,2.28,3127.0,"Card Drafting, Deck Bag and Pool Building, Hand Management",Strategy Games
151771.0,La Cosa Nostra,2014.0,3,5,90,16,1041,7.71,1346,2.67,2071.0,"Dice Rolling, Hand Management, Take That, Team-Based Game",Thematic Games
619.0,The Bottle Imp,1995.0,2,4,30,10,3275,6.73,1347,1.87,4707.0,"Score-and-Reset Game, Trick-taking","Family Games, Strategy Games"
176083.0,Hit Z Road,2016.0,1,4,60,12,3424,6.75,1348,1.85,6133.0,"Auction/Bidding, Dice Rolling, Die Icon Resolution, End Game Bonuses, Player Elimination, Push Your Luck, Selection Order Bid, Solo / Solitaire Game",Thematic Games
112138.0,Krosmaster: Arena,2012.0,2,4,60,14,3445,6.78,1349,2.67,7088.0,"Action Points, Card Drafting, Dice Rolling, Grid Movement, Variable Player Powers",Customizable Games
187700.0,GKR: Heavy Hitters,2018.0,1,4,120,12,1214,7.72,1350,2.78,2688.0,"Action Queue, Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Take That","Thematic Games, Wargames"
252929.0,Planet,2018.0,2,4,45,8,3298,6.76,1351,1.63,5578.0,"Drafting, Tile Placement, Turn Order: Progressive",Family Games
29937.0,König von Siam,2007.0,2,4,30,12,2162,6.92,1352,2.7,1729.0,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Map Reduction, Sudden Death Ending, Team-Based Game, Turn Order: Pass Order, Variable Set-up",Strategy Games
169427.0,Middara: Unintentional Malum - Act 1,2019.0,1,4,60,15,801,8.69,1353,3.82,1667.0,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games
40209.0,RAF: The Battle of Britain 1940,2009.0,1,2,300,0,876,7.97,1354,3.26,2370.0,"Campaign / Battle Card Driven, Dice Rolling, Movement Points, Simulation, Solo / Solitaire Game",Wargames
163805.0,Transatlantic,2017.0,2,4,120,12,1674,7.11,1355,3.15,2197.0,"Action Retrieval, Deck Bag and Pool Building, Modular Board",Strategy Games
218530.0,Tortuga 1667,2017.0,2,9,40,12,2426,6.97,1356,1.98,6928.0,"Area Movement, Hand Management, Team-Based Game, Voting",Party Games
19622.0,A Victory Lost: Crisis in Ukraine 1942-1943,2006.0,2,2,360,12,1027,7.69,1357,2.58,1953.0,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
205046.0,Capital Lux,2016.0,2,4,30,10,1816,7.05,1358,1.98,2605.0,"Card Drafting, Drafting, Hand Management, Set Collection",Family Games
139771.0,Star Trek: Attack Wing,2013.0,2,99,60,14,1806,7.51,1359,2.7,3317.0,"Action Queue, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",Wargames
107255.0,Evo (Second Edition),2011.0,2,5,60,14,2125,6.95,1360,2.37,2254.0,"Area Movement, Auction/Bidding, Variable Player Powers, Victory Points as a Resource","Family Games, Strategy Games"
157413.0,New Bedford,2016.0,1,4,60,12,1715,7.11,1361,2.36,3361.0,Worker Placement,Strategy Games
103092.0,Helvetia,2011.0,2,4,90,12,1949,6.98,1362,3.06,2098.0,"Action Points, Area Majority / Influence, Worker Placement",Strategy Games
102435.0,Navajo Wars,2013.0,1,2,120,12,809,8.01,1363,3.85,2428.0,"Campaign / Battle Card Driven, Point to Point Movement, Solo / Solitaire Game",Wargames
253608.0,18Chesapeake,2020.0,2,6,180,13,774,7.99,1364,3.88,1568.0,"Auction/Bidding, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games
306040.0,Merv: The Heart of the Silk Road,2020.0,1,4,90,14,833,7.96,1365,3.46,2201.0,"Contracts, Modular Board, Ownership, Set Collection, Square Grid, Track Movement, Variable Set-up",Strategy Games
284742.0,Honey Buzz,2020.0,1,4,90,10,843,8.02,1366,2.63,2387.0,"Memory, Pattern Building, Tile Placement, Worker Placement","Family Games, Strategy Games"
294612.0,Unlock!: Epic Adventures,2019.0,1,6,60,10,785,7.96,1367,2.0,2256.0,"Cooperative Game, Real-Time, Scenario / Mission / Campaign Game",
149951.0,Warfighter: The Tactical Special Forces Card Game,2014.0,1,6,180,0,1117,7.71,1368,2.71,2378.0,"Action Points, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Simulation, Solo / Solitaire Game, Variable Player Powers",Wargames
122842.0,Exodus: Proxima Centauri,2012.0,2,6,180,14,1604,7.17,1369,3.61,3181.0,"Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling, Hexagon Grid, Modular Board, Simultaneous Action Selection, Take That, Tech Trees / Tech Tracks, Trading, Voting","Strategy Games, Thematic Games"
21133.0,Infinity,2005.0,2,2,120,12,811,8.1,1370,3.93,1379.0,"Action Points, Critical Hits and Failures, Deck Bag and Pool Building, Dice Rolling, Interrupts, Line of Sight, Measurement Movement, Three Dimensional Movement",Wargames
245487.0,Orchard: A 9 card solitaire game,2018.0,1,1,10,8,1128,7.51,1371,1.16,2591.0,"Melding and Splaying, Pattern Building, Solo / Solitaire Game, Tile Placement",Abstract Games
264198.0,Warhammer Quest: Blackstone Fortress,2018.0,1,5,180,12,999,8.02,1372,2.9,2638.0,"Cooperative Game, Dice Rolling, Hexagon Grid, Modular Board, Role Playing, Solo / Solitaire Game, Storytelling, Variable Player Powers",Thematic Games
37387.0,Steel Driver,2008.0,3,6,60,11,1903,6.98,1373,2.8,2200.0,"Auction/Bidding, Network and Route Building, Stock Holding",Strategy Games
271088.0,Ishtar: Gardens of Babylon,2019.0,2,4,45,14,1680,7.13,1374,2.32,3099.0,"Area Majority / Influence, Rondel, Tile Placement","Family Games, Strategy Games"
143185.0,Smash Up: The Obligatory Cthulhu Set,2013.0,2,2,45,12,3266,6.76,1375,2.2,10416.0,"Area Majority / Influence, Hand Management, Take That, Variable Player Powers",Strategy Games
70.0,Big City,1999.0,2,5,60,10,2352,6.87,1376,2.22,2514.0,"Hand Management, Modular Board, Tile Placement","Family Games, Strategy Games"
211716.0,John Company,2017.0,1,6,180,14,1067,7.54,1377,4.13,1930.0,"Dice Rolling, Push Your Luck, Simulation, Variable Player Powers, Voting",Thematic Games
208895.0,New York Slice,2017.0,2,6,30,8,3030,6.75,1378,1.43,4748.0,"I Cut You Choose, Once-Per-Game Abilities, Turn Order: Progressive",Family Games
8098.0,Jungle Speed,1997.0,2,8,10,7,11307,6.5,1379,1.14,16939.0,"Pattern Recognition, Speed Matching",Party Games
223770.0,Startups,2017.0,3,7,20,10,1665,7.1,1380,1.67,3067.0,"Area Majority / Influence, Set Collection",Family Games
254713.0,The Artemis Project,2019.0,1,5,75,13,1279,7.37,1381,2.83,2296.0,"Auction/Bidding, Dice Rolling, Set Collection, Take That, Worker Placement with Dice Workers",Strategy Games
730.0,Breakout: Normandy,1992.0,2,2,240,12,994,7.67,1382,3.4,2244.0,"Advantage Token, Area-Impulse, Dice Rolling",Wargames
136280.0,La Boca,2013.0,3,6,40,8,1910,6.99,1383,1.36,2147.0,"Pattern Building, Real-Time",Family Games
233262.0,Tidal Blades: Heroes of the Reef,2020.0,1,4,90,14,922,7.92,1384,2.88,2926.0,"Card Drafting, Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement",Strategy Games
